Gate voltage (V),Capacitance (F),Effective sonductance (S)
1.0028588235294118,2.6940778391215468e-17,7.660623943517663e-09
1.0028823529411766,3.934053245921024e-17,5.93591127525977e-09
1.0029058823529413,2.7812645313177256e-17,-1.3483119046212555e-08
1.0029294117647058,2.5593188392257994e-17,1.2819534144081875e-08
1.0029529411764706,2.345478205128679e-17,-1.0141964594216232e-08
1.0029764705882354,2.747904001206679e-17,-1.6883635896628904e-08
1.0030000000000001,2.5723792526591376e-17,-6.1693724882428735e-09
1.0030235294117646,3.396792809187604e-17,-1.5833820155346812e-08
1.0030470588235294,3.1261538594462226e-17,-1.2884534433227842e-08
1.0030705882352942,3.9544054759062855e-17,-2.1423662264310685e-10
1.003094117647059,5.1264526386520014e-17,-1.3380994918996429e-08
1.0031176470588237,4.9674600779885874e-17,-1.343295033041489e-08
1.0031411764705882,6.12763577088631e-17,-2.4002989217282473e-09
1.003164705882353,6.356198938721228e-17,2.706723399675508e-08
1.0031882352941177,7.384182828875648e-17,2.4163174562163695e-08
1.0032117647058825,6.720691537276707e-17,-1.6382941179181e-08
1.003235294117647,6.468256497582341e-17,2.999897160426251e-09
1.0032588235294118,9.018553978385606e-17,2.069194145830206e-08
1.0032823529411765,9.755102763091974e-17,2.4747085317963956e-08
1.0033058823529413,9.788032362618282e-17,2.8766396374403295e-10
1.0033294117647058,1.2040566860404585e-16,4.875565902308493e-08
1.0033529411764706,1.1944871713954168e-16,4.2077732462589305e-08
1.0033764705882353,1.3999322991865537e-16,1.6992606448111583e-08
1.0034,1.5625121687166707e-16,6.916900978405968e-08
1.0034235294117648,1.9046448058758337e-16,4.8463085819680684e-08
1.0034470588235294,1.966764128644097e-16,2.6550112832233398e-08
1.0034705882352941,2.132510502059683e-16,1.2508026546808403e-08
1.0034941176470589,2.0030602540987578e-16,9.96858024088639e-09
1.0035176470588236,1.7477582248972313e-16,4.176891453118004e-08
1.0035411764705882,1.0247675583103719e-16,1.6596414412838185e-08
1.003564705882353,3.6316455679329554e-17,-1.555943364218525e-09
1.0035882352941177,3.5742044505779916e-17,-5.550134628957701e-09
1.0036117647058824,1.873567891024543e-17,3.250923162369273e-09
1.0036352941176472,4.059911104252709e-17,-8.572514096185532e-09
1.0036588235294117,2.195942262559432e-17,8.005121637062493e-09
1.0036823529411765,3.32335764319909e-17,2.6405258263714748e-08
1.0037058823529412,4.5035964773732974e-17,2.796909615214195e-08
1.003729411764706,1.0621998918655778e-16,2.7044289490478935e-08
1.0037529411764705,1.4944364557282627e-16,3.294503180103955e-08
1.0037764705882353,2.022434649473933e-16,3.629199760086835e-09
1.0038,1.9663433278492533e-16,9.755600973754347e-09
1.0038235294117648,1.8840690013807275e-16,1.8943010548457853e-08
1.0038470588235293,1.8897493757152828e-16,1.739432625128799e-08
1.003870588235294,1.6515578707008587e-16,-3.3460185268110776e-09
1.0038941176470588,1.521852526687739e-16,6.095691799945639e-09
1.0039176470588236,1.1314625051552904e-16,2.2300318740255944e-08
1.0039411764705883,1.268044842024352e-16,-1.0828787389398667e-08
1.0039647058823529,9.666734529753993e-17,-5.822084389439754e-09
1.0039882352941176,1.0275385466119177e-16,1.1892294502019374e-08
1.0040117647058824,8.276020979988625e-17,1.59665260813275e-08
1.0040352941176471,7.503701558270579e-17,-5.743423681462067e-10
1.0040588235294117,7.57794455253592e-17,5.605685349622272e-09
1.0040823529411764,7.222617680168641e-17,-1.4529588375910574e-08
1.0041058823529412,5.852712991571841e-17,-1.1913724862839867e-08
1.004129411764706,6.314845414807177e-17,-4.962955868094036e-09
1.0041529411764707,5.4722050721489675e-17,-1.19796881555556e-09
1.0041764705882352,5.212719879076383e-17,2.3015215803238707e-08
1.0042,2.816956018984007e-17,3.6403038412843055e-08
1.0042235294117647,3.1902579409145464e-17,-6.111842691906782e-09
1.0042470588235295,4.578226543793624e-17,2.9624179309860837e-08
1.004270588235294,4.821656161989397e-17,3.9250371898642195e-08
1.0042941176470588,3.5308214544750444e-17,-6.305137360234267e-09
1.0043176470588235,3.4129032633682145e-17,1.4216639328280074e-09
1.0043411764705883,2.3446065197757898e-17,-1.1416501144393407e-08
1.0043647058823528,1.7252665413083412e-17,-4.405214685406674e-09
1.0043882352941176,2.8500363089469116e-17,3.0152689069663486e-09
1.0044117647058823,2.1093305989308006e-17,-1.9094423592754872e-08
1.004435294117647,2.2689190657531073e-17,2.0553296242854987e-08
