Gate voltage (V),Capacitance (F),Effective sonductance (S)
1.003094117647059,3.708512997356218e-17,1.445591839447214e-08
1.0031176470588237,2.851174943603291e-17,1.154414754923815e-08
1.0031411764705882,3.38880868000518e-17,1.967456911539693e-08
1.003164705882353,2.7206689794628452e-17,3.7692949348292344e-08
1.0031882352941177,4.515397561012359e-17,5.913964095968844e-09
1.0032117647058825,3.284968182089823e-17,-1.2797866759640902e-08
1.003235294117647,2.0363406341747854e-17,-1.4615705410352356e-08
1.0032588235294118,2.9981761371082284e-17,1.5538376797386683e-08
1.0032823529411765,3.110811802669617e-17,1.3509871522799775e-08
1.0033058823529413,3.3739630935839595e-17,1.823496864022937e-08
1.0033294117647058,4.400404721137274e-17,1.4894442259624402e-08
1.0033529411764706,5.71319784658271e-17,1.851371615557031e-08
1.0033764705882353,4.968142300378767e-17,-6.734849533124596e-09
1.0034,5.636638373260229e-17,2.469002601130374e-08
1.0034235294117648,6.145029266969876e-17,3.1430188564729735e-08
1.0034470588235294,6.903038413179565e-17,2.350897761829093e-08
1.0034705882352941,6.437918303474063e-17,-3.5745389457596087e-09
1.0034941176470589,6.817768786935442e-17,1.7418034236794752e-08
1.0035176470588236,8.536929888775678e-17,-7.616707909007731e-10
1.0035411764705882,9.522002558534346e-17,1.503744797897745e-08
1.003564705882353,1.0542895582444091e-16,1.984959912537833e-08
1.0035882352941177,1.218808446221563e-16,4.873854168261597e-08
1.0036117647058824,1.1068174105874535e-16,3.56909051907105e-08
1.0036352941176472,1.40545103216135e-16,5.322916737899293e-08
1.0036588235294117,1.6919673507039269e-16,3.7047412676880876e-08
1.0036823529411765,1.8898989111075477e-16,4.306381347343131e-08
1.0037058823529412,2.0343406890288725e-16,2.3323434183598933e-09
1.003729411764706,2.1235974209568257e-16,2.366275727012239e-08
1.0037529411764705,1.719067662307562e-16,2.992100981379966e-08
1.0037764705882353,1.3267046515551265e-16,3.172952124480188e-08
1.0038,8.461386615877958e-17,1.6452588768413556e-09
1.0038235294117648,2.568069246278029e-17,-6.007264795426976e-09
1.0038470588235293,2.677890175087699e-17,1.1786610806130851e-08
1.003870588235294,3.5981324478688373e-17,5.1881475144799874e-08
1.0038941176470588,1.6774950995445798e-17,4.36903854614769e-09
1.0039176470588236,2.7826462564029223e-17,-4.876722451887361e-09
1.0039411764705883,1.943746926457795e-17,1.6930175179702255e-09
1.0039647058823529,4.5457710278609275e-17,1.4879249052608755e-08
1.0039882352941176,9.325438628247611e-17,1.9140213155328667e-08
1.0040117647058824,1.8481206916870978e-16,1.1159684822025379e-08
1.0040352941176471,1.8986347205636283e-16,1.4490138357340586e-08
1.0040588235294117,1.9748337887905744e-16,-1.8163956358276355e-09
1.0040823529411764,1.8984854471347781e-16,6.7215527267510014e-09
1.0041058823529412,1.880049234126594e-16,1.7787906846017702e-08
1.004129411764706,1.5625674428149335e-16,1.806979351744596e-08
1.0041529411764707,1.2697502683741763e-16,1.4618160549285092e-08
1.0041764705882352,1.1467758425093098e-16,1.21212480418005e-08
1.0042,1.200170564919013e-16,-1.9080018602493922e-08
1.0042235294117647,9.972027689423639e-17,-2.310903338832362e-08
1.0042470588235295,1.1162766016566023e-16,-9.778617674097339e-09
1.004270588235294,8.627137970407172e-17,-4.806706763779737e-09
1.0042941176470588,6.98242066524262e-17,1.6888713457122907e-08
1.0043176470588235,6.171881043531234e-17,2.317170264704587e-09
1.0043411764705883,6.147066651431127e-17,2.771527715567926e-09
1.0043647058823528,5.452479595278055e-17,7.97912145604697e-09
1.0043882352941176,4.391028432201301e-17,-6.060094730433316e-09
1.0044117647058823,4.716151737750162e-17,1.1076439986810553e-09
1.004435294117647,4.3279193938375776e-17,-1.5480707152473316e-08
1.0044588235294118,3.768398481924231e-17,1.2222356116658732e-08
1.0044823529411764,3.4911916719436787e-17,6.5190173760659145e-09
1.0045058823529411,3.115548326820766e-17,4.885191602104197e-09
1.004529411764706,3.822374566138352e-17,-1.7490335212999012e-09
1.0045529411764706,2.705284616800382e-17,-4.257152450846182e-09
1.0045764705882352,3.503510171202377e-17,-7.676118427402158e-09
1.0046,1.91701834798775e-17,-1.2449450109796857e-08
1.0046235294117647,2.367540278171018e-17,-8.336626415153767e-09
1.0046470588235294,3.143317071683477e-17,4.307896519907343e-08
1.0046705882352942,2.1095167944341653e-17,-1.2429586999489342e-08
