Gate voltage (V),Capacitance (F),Effective sonductance (S)
1.0022470588235295,2.999117457316009e-17,1.310003474850075e-08
1.0022705882352942,4.652570693306615e-17,-3.5290920002305275e-08
1.0022941176470588,4.442410236150964e-17,-2.417045763853184e-08
1.0023176470588235,3.4145763033150407e-17,2.1774682620879047e-08
1.0023411764705883,4.41879024473613e-17,2.4128673416439165e-08
1.002364705882353,4.497861968057646e-17,1.5852071609659635e-08
1.0023882352941178,3.610141286890299e-17,2.0969436487011626e-09
1.0024117647058823,5.34365425022922e-17,-2.783975782050219e-08
1.002435294117647,4.2440981539696917e-17,-7.640072409647293e-09
1.0024588235294118,3.92766651965675e-17,-8.463999775013665e-09
1.0024823529411766,3.8994969937965715e-17,2.044625101376183e-08
1.0025058823529411,5.2299718835533755e-17,5.784575636745334e-09
1.002529411764706,4.6649114021577634e-17,1.0336709710511749e-08
1.0025529411764706,5.775859738052251e-17,5.283245769360579e-09
1.0025764705882354,8.044014479579246e-17,-2.2788067727238888e-08
1.0026000000000002,8.195510523338169e-17,5.450412871800612e-09
1.0026235294117647,9.235381603079125e-17,-5.444986660303855e-09
1.0026470588235294,9.288323648100613e-17,-3.6685444409361746e-09
1.0026705882352942,9.564462108053677e-17,-3.979349578321652e-09
1.002694117647059,1.0193510528171044e-16,-2.1318470227466956e-08
1.0027176470588235,1.1947732159720018e-16,1.4570598133046828e-08
1.0027411764705882,1.4469798825103358e-16,1.3048596655959828e-08
1.002764705882353,1.3992054065704384e-16,1.740819726697366e-08
1.0027882352941178,1.6164506209551736e-16,5.948982723507313e-08
1.0028117647058823,1.725269316367525e-16,5.739355430237976e-08
1.002835294117647,2.0091381068218132e-16,6.882612840025131e-08
1.0028588235294118,2.2030023962801817e-16,4.2965270050941026e-08
1.0028823529411766,2.25036303764763e-16,6.910074821489431e-08
1.0029058823529413,1.946601525047776e-16,2.474853041023658e-08
1.0029294117647058,1.609399298134208e-16,-5.960765722582583e-09
1.0029529411764706,6.999819439934029e-17,1.9448739638695172e-08
1.0029764705882354,5.92064810578872e-17,7.598371251087572e-10
1.0030000000000001,2.3750320015931424e-17,2.0995745441726345e-08
1.0030235294117646,2.341151549258826e-17,1.67779330303563e-08
1.0030470588235294,2.9444495232209806e-17,-5.5275687023560575e-09
1.0030705882352942,5.0458412272381606e-17,2.5822333807540848e-08
1.003094117647059,8.559569304042655e-17,2.5500848276835185e-08
1.0031176470588237,1.3100261130386981e-16,2.627189944266182e-08
1.0031411764705882,1.944471940214736e-16,2.2127981112111595e-08
1.003164705882353,1.8771094576586233e-16,7.995424503239336e-09
1.0031882352941177,2.0966792964041323e-16,1.5308205832080615e-08
1.0032117647058825,2.0698205015782788e-16,6.565850629657167e-08
1.003235294117647,1.9890504831247034e-16,5.504213030315004e-08
1.0032588235294118,1.7506916586286795e-16,7.104241600237625e-09
1.0032823529411765,1.6526686304227462e-16,1.8171906219503098e-08
1.0033058823529413,1.2912418455331624e-16,2.8237761216454794e-09
1.0033294117647058,1.315539581422385e-16,1.9130869834768058e-08
1.0033529411764706,1.1403399821871901e-16,-1.7403852796140542e-09
1.0033764705882353,1.0394266651974071e-16,3.1516373190765514e-09
1.0034,9.962093444667448e-17,2.3759014316906835e-08
1.0034235294117648,9.375107956490475e-17,-4.060201937791312e-08
1.0034470588235294,7.658805666603112e-17,-1.1233152519929894e-08
1.0034705882352941,6.933851879635517e-17,-1.9319650516767963e-08
1.0034941176470589,6.402033845476086e-17,2.1519920038963937e-08
1.0035176470588236,6.349685061872108e-17,4.6558392973987044e-09
1.0035411764705882,5.4227472296943414e-17,1.197358744585065e-08
1.003564705882353,4.4241153766161486e-17,2.3838997403434138e-08
1.0035882352941177,5.124395366267694e-17,7.137591958799016e-09
1.0036117647058824,5.3072955950416614e-17,-4.529368264991649e-10
1.0036352941176472,4.6607924727361547e-17,-2.1526165829254434e-08
1.0036588235294117,4.6794561440958656e-17,-7.136009504626599e-09
1.0036823529411765,4.381193373660599e-17,-1.737757316969209e-08
1.0037058823529412,3.129376550230627e-17,1.6731117145427e-08
1.003729411764706,4.435821887914237e-17,4.7592975915234356e-11
1.0037529411764705,4.065233216686202e-17,-2.6527583922270044e-08
1.0037764705882353,2.2928756489599724e-17,-1.3727923174329903e-09
1.0038,4.128280289397256e-17,-1.7236453096396993e-08
1.0038235294117648,3.407557412173903e-17,7.242722465229356e-09
