Gate voltage (V),Capacitance (F),Dissipation (s^-1),Resonance frequency (Hz),Internal quality factor (1),Effective resistnce (Ohm)
0.0004099999999997994,2.1134409178788308e-17,-7534.619809106671,368775207.14565855,3912.589729066633,-406233045.20961845
0.0004199999999998649,1.9304525481638347e-17,-11419.68369623514,368776239.70508444,3938.425982409074,-268029450.81213078
0.00042999999999993044,2.1675863065671985e-17,11275.054848000193,368774901.617896,3792.1484670145287,271467553.00201875
0.00043999999999999595,1.451242462321387e-17,-16064.254750805661,368778943.8136162,3969.7644247131498,-190535545.97026455
0.0004499999999998394,1.4724234508076198e-17,3405.0262140144832,368778824.2913117,3841.627507405242,898909834.2187189
0.00045999999999990493,1.700242874628667e-17,-56.09689978545138,368777538.7353072,3863.7988082729576,-54562935942.14816
0.00046999999999997044,9.30693860617104e-18,11625.10400096363,368781881.2564153,3789.977289453275,263293261.6599812
0.0004799999999998139,1.3382115950765777e-17,-10193.778881733637,368779581.6380199,3930.236762692915,-300262697.9711042
0.0004899999999998794,1.3225176874035815e-17,14730.785783051006,368779670.19778347,3770.8226474276003,207783318.19011936
0.0004999999999999449,9.846239683011075e-18,14765.305946087032,368781576.926901,3770.6108283724197,207297536.5851684
0.0005100000000000104,1.3406295535691214e-17,-13152.020995440811,368779567.99363333,3950.056601543725,-232725567.47067353
0.0005199999999998539,1.1520365777455329e-17,-4982.891926874005,368780632.2163956,3895.80400265718,-614264084.8866249
0.0005299999999999194,9.570920438947163e-18,-12026.7289399813,368781732.2904348,3942.493778141952,-254500751.1872072
0.0005399999999999849,7.302291816093017e-18,-9814.216471742202,368783012.49232876,3927.708131516921,-311875284.01916754
0.0005499999999998284,4.881792955659731e-18,3610.6510479251774,368784378.41028726,3840.3183182112894,847717353.1651459
0.0005599999999998939,9.394937072811545e-18,-17181.552638155736,368781831.5985164,3977.377759454166,-178145224.3584152
0.0005699999999999594,3.1115517893730752e-18,-183.64953563497923,368785377.38925743,3864.620776816224,-16666590192.915777
0.0005799999999998029,1.1658657941709767e-17,-13569.232522727349,368780554.17835695,3952.867960478353,-225569983.0055653
0.0005899999999998684,7.488993275556207e-18,-6721.525499323829,368782907.13497686,3907.225367215188,-455374535.11975616
0.0005999999999999339,1.3084597257614764e-18,-5227.473124157027,368786394.91492623,3897.4066584589445,-585524110.1873264
0.0006099999999999994,4.284930454658447e-18,-650.1752206558224,368784715.2296382,3867.6301202169207,-4707671797.24721
0.0006199999999998429,2.586447151833239e-18,5729.912929373052,368785673.71682215,3826.877035075184,534181162.4849801
0.0006299999999999084,2.8161397389448434e-18,-14135.892633709795,368785544.0963879,3956.692786209211,-216527645.53764948
0.0006399999999999739,3.786636945492534e-18,-6644.901072408933,368784996.42558867,3906.7205985061664,-460625600.92269015
0.0006499999999998174,2.6171056187081042e-18,-9709.00654603512,368785656.41558635,3927.0078026029473,-315254865.1643584
0.0006599999999998829,5.2035075161281875e-18,-971.4405729244771,368784196.8618388,3869.705182202873,-3150796492.1991177
0.0006699999999999484,4.19421211582652e-18,-1708.5931012742085,368784766.4235735,3874.4748975469556,-1791422163.2216077
0.0006799999999997919,4.5652117600339435e-18,-3694.9064262100865,368784557.06216115,3887.3859796442907,-828386756.3838844
0.0006899999999998574,3.90013182249894e-18,-268.80753367387814,368784932.3783406,3865.1697425917564,-11386628595.2495
0.0006999999999999229,4.851314336398995e-18,-10894.346374682005,368784395.6098523,3934.9124788993904,-280954124.66996413
0.0007099999999999884,5.100625898767284e-18,-5663.463258249371,368784254.9194804,3900.266823371742,-540448734.2778875
0.0007199999999998319,5.2258681112471396e-18,-7661.30469008089,368784184.24342287,3913.426854796005,-399515705.6621165
0.0007299999999998974,3.968937847616821e-18,-12842.40383165161,368784893.54985046,3947.9728454883243,-238336341.83083624
0.0007399999999999629,2.4774050640977753e-18,-14042.40402738362,368785735.25164974,3956.061249797883,-217969198.40658253
0.0007499999999998064,6.05803141045441e-18,2870.4033818578,368783714.64223367,3845.035569410209,1066334985.8405986
0.0007599999999998719,4.298090374148089e-18,4501.371998344993,368784707.80326873,3834.6574917459434,679973028.3734566
0.0007699999999999374,-4.872792323190543e-19,507.5676244985881,368787408.2994421,3860.170651187814,6030352216.759339
0.0007800000000000029,8.328496316309236e-18,-3069.092225401176,368782433.3968003,3883.308898201412,-997301913.6465111
0.0007899999999998464,1.0214913355011749e-18,12687.559050971682,368786556.858462,3783.4026172658373,241245107.688051
0.0007999999999999119,3.6812361325114615e-18,-7670.715424616798,368785055.9052373,3913.4890546318215,-399025564.1250218
0.0008099999999999774,5.2625201723810474e-18,-6814.375366690678,368784163.56012315,3907.837196954792,-449169789.5762721
0.0008199999999998209,7.213630765614466e-18,-9973.986598894437,368783062.5246072,3928.772117725882,-306879452.78464717
0.0008299999999998864,5.491022515607051e-18,-3842.0657694798174,368784034.61295277,3888.345943260445,-796657770.3755625
0.0008399999999999519,6.9228042911288115e-18,-18114.939878789675,368783226.6409101,3983.760339580216,-168966144.52107492
0.0008499999999997954,5.33727212794904e-18,-6098.471466604174,368784121.3765008,3903.124733531309,-501898150.43186665
0.0008599999999998609,5.071710539540222e-18,-10321.513091773224,368784271.2368567,3931.0884557904465,-296546787.50441927
0.0008699999999999264,8.007138955744221e-18,-5762.420252648835,368782614.7410737,3900.9165816919863,-531167706.51067114
0.0008799999999999919,4.356752387559838e-18,4322.378221379703,368784674.6992884,3835.793716184199,708131355.6528846
0.0008899999999998354,1.169300688927636e-17,-9616.734013227195,368780534.79531056,3926.393796861597,-318279734.61054665
0.0008999999999999009,1.0702348232137002e-17,5357.799234175582,368781093.82335144,3829.2303281829104,571281493.7197074
0.0009099999999999664,5.395413095022089e-18,240.14747010688183,368784088.5667123,3861.8911129923877,12745549841.470049
0.0009199999999998099,1.1042948403889585e-17,-10827.836681274544,368780901.6226076,3934.4681030757943,-282679877.7675943
0.0009299999999998754,4.839251267640737e-18,13275.829693328089,368784402.41723275,3779.772089852095,230555198.4512433
0.0009399999999999409,1.2764432840631938e-17,-4889.793154414555,368779930.1931993,3895.1943049639235,-625959310.1166025
0.0009500000000000064,4.221148677880648e-18,4114.582914523514,368784751.22280115,3837.1136130802715,743893515.6091241
