Gate voltage (V),Capacitance (F),Dissipation (s^-1),Resonance frequency (Hz),Internal quality factor (1),Effective resistnce (Ohm)
0.0009599999999998499,1.0015240120520771e-17,-18996.957880204463,368781481.5595085,3989.8105056165796,-161121142.07189193
0.0009699999999999154,1.4392081656604197e-17,-13786.295122632648,368779011.72206,3954.3322091259483,-222018426.43897206
0.0009799999999999809,1.4242043064028485e-17,-18084.74361640936,368779096.3875286,3983.553534395201,-169248268.84318796
0.0009899999999998244,1.2486197615474077e-17,387.1854951279288,368780087.2001283,3860.94494627853,7905284645.383613
0.0009999999999998899,1.346683555822596e-17,-2941.1857654941514,368779533.8312888,3882.476660009904,-1040672638.0426003
0.0010099999999999554,1.501094711792513e-17,-274.03986497756944,368778662.5022966,3865.203477578125,-11169220032.275715
0.0010199999999997988,1.3603981222585444e-17,-2039.883847037186,368779456.44090945,3876.622332513884,-1500483252.5126033
0.0010299999999998644,1.9702824434618842e-17,3962.3968151446934,368776014.9538119,3838.0808617383586,772464670.3357569
0.0010399999999999299,1.623720721495197e-17,-2960.69047693164,368777970.5385757,3882.603546621839,-1033816798.2768576
0.0010499999999999954,1.7585524439307224e-17,-11168.137050817526,368777209.703992,3936.74283313308,-274066438.8002046
0.0010599999999998388,1.676083797365511e-17,-13606.484071887482,368777675.06126726,3953.119172792409,-224952422.19657385
0.0010699999999999044,1.985480620910253e-17,-9452.501511491479,368775929.1939729,3925.301425397467,-323809686.3384902
0.0010799999999999699,1.885405605734021e-17,11438.582658712781,368776493.895493,3791.1338773197053,267586609.36184838
0.0010899999999998133,2.118320009804387e-17,-2911.217072232354,368775179.61423326,3882.281716815596,-1051385545.4973562
0.0010999999999998789,2.1611754346211458e-17,-8274.327889123702,368774937.79267037,3917.4827394342515,-369916637.4073158
0.0011099999999999444,2.693225669556364e-17,2858.513195215773,368771935.61681473,3845.1114345627307,1070770481.1973301
0.0011200000000000099,2.778566693058994e-17,-197.83345999347634,368771454.0736954,3864.712201784947,-15471657573.245821
0.0011299999999998533,2.856043397266224e-17,-4062.056895307281,368771016.9072206,3889.7818944600663,-753512722.3565528
0.0011399999999999189,3.060116498821356e-17,-7454.603834436025,368769865.4211987,3912.0611730526143,-410593455.7395228
0.0011499999999999844,3.159799174811451e-17,-14913.782194134656,368769302.96388847,3961.9554331053587,-205233756.91740444
0.0011599999999998278,3.046920462588511e-17,11965.71326534674,368769939.8797363,3787.867047940699,255798503.74773857
0.0011699999999998933,3.2816089662863255e-17,4183.816526059192,368768615.65830886,3836.6737465810097,731583598.4885201
0.0011799999999999589,4.077183410586377e-17,10489.718366995803,368764126.7643109,3797.0285739742953,291791585.0992259
0.0011899999999998023,3.902476261699667e-17,-12522.333213173542,368765112.50574934,3945.821046385736,-244428214.57028538
0.0011999999999998678,4.0754148982802284e-17,11851.87584647283,368764136.74266016,3788.5720651060183,258255451.64321533
0.0012099999999999334,4.5507003653188e-17,17422.642893108954,368761455.1029449,3754.376269082995,175680094.47985584
0.0012199999999999989,4.433785001831325e-17,8940.364360901809,368762114.7534605,3806.6932383444278,342358703.29130965
0.0012299999999998423,4.5199957134980286e-17,52699.83940702976,368761628.34193355,3551.3864904628335,58080092.538989656
0.0012399999999999078,5.297146771127498e-17,50783.78279903898,368757243.64616525,3561.846349365134,60271436.684076615
0.0012499999999999734,4.841309063551006e-17,35571.27993350126,368759815.4691192,3647.1311434353056,86047270.586614
0.0012599999999998168,5.316452385144794e-17,75132.56641111888,368757134.7256459,3433.343123333025,40738812.68479082
0.0012699999999998823,4.800362035274086e-17,68969.60637598281,368760046.49368364,3464.9842688651997,44379136.12069045
0.0012799999999999478,5.258663174022099e-17,54668.495924158335,368757460.76740986,3540.7032798178925,55988581.683250435
0.0012899999999997913,6.195477912178332e-17,83893.5537094366,368752175.44576967,3389.3453745201496,36484466.4960937
0.0012999999999998568,5.747858774637246e-17,69216.55867606188,368754700.7951878,3463.705183195281,44220799.30143562
0.0013099999999999223,6.073621992474757e-17,66824.48050109467,368752862.91967225,3476.134786468553,45803746.27080024
0.0013199999999999878,7.199480253982972e-17,52408.542372693,368746511.31737465,3552.9727353945045,58402913.16983828
0.0013299999999998313,6.905737364375884e-17,38109.63516922313,368748168.4552653,3632.61778715737,80315949.91552295
0.0013399999999998968,7.233392641597872e-17,60975.69945323652,368746320.0035355,3506.904988119707,50197235.57082893
0.0013499999999999623,4.965780929976338e-17,22039.496721357933,368759113.1971651,3726.5003332292094,138878468.4263703
0.0013599999999998058,5.266254715399721e-17,42387.71628032189,368757417.9365363,3608.416982352863,72209871.58893311
0.0013699999999998713,5.674462900767862e-17,31744.86451150285,368755114.88035095,3669.229641754798,96419108.93779644
0.0013799999999999368,1.0622327185796838e-17,7002.640100925289,368781138.9792872,3818.849969855819,437093939.633677
0.0013900000000000023,8.316508330347438e-18,14201.87033496685,368782440.16170233,3774.071102072422,215521721.9533457
0.0013999999999998458,1.111551673410884e-17,3761.5393152278048,368780860.6723234,3839.358197808731,813712497.2106848
0.0014099999999999113,3.3345373732785363e-19,-110.19360504006556,368786945.1363856,3864.147372948225,-27776671327.171276
0.0014199999999999768,3.0077548654128684e-18,-10205.404428811613,368785435.9639828,3930.3142630603297,-299920651.93506217
0.0014299999999998203,1.053399431761073e-18,-10041.62207553251,368786538.851904,3929.2227086194753,-304812462.2224314
0.0014399999999998858,5.3584201063803e-18,-14486.2296160237,368784109.4423897,3959.061185382183,-211291110.98477387
0.0014499999999999513,1.6756480939981158e-18,-2856.69649624773,368786187.70153487,3881.9271164080865,-1071451431.2495335
0.0014599999999997948,4.077029887571151e-18,-1294.8899596773279,368784832.55157304,3871.7966015277334,-2363761898.5885262
0.0014699999999998603,3.939332329256128e-18,-8554.873600251585,368784910.25678086,3919.3416916391957,-357785712.8666613
0.0014799999999999258,-1.073579554955425e-18,-375.1741695297197,368787739.16652864,3865.855647640011,-8158374957.921201
0.0014899999999999913,3.874644436752282e-18,2210.384317925029,368784946.7613386,3849.251344981151,1384741795.6817312
