Gate voltage (V),Capacitance (F),Effective sonductance (S)
1.0034941176470589,2.0690389363111448e-17,9.56116780557742e-09
1.0035176470588236,2.372588132198025e-17,2.0041531907130657e-08
1.0035411764705882,2.5365699398243334e-17,1.5318069731612814e-08
1.003564705882353,2.4061976903740155e-17,-1.515185434032908e-08
1.0035882352941177,2.7504221780577967e-17,1.7574829712867625e-08
1.0036117647058824,2.4411289059995417e-17,-1.132763006963724e-09
1.0036352941176472,3.021524479572525e-17,-2.6940607030511748e-08
1.0036588235294117,3.01436999924619e-17,-1.1790635095890035e-08
1.0036823529411765,4.2053085105591596e-17,2.3061649373431226e-08
1.0037058823529412,3.416814525507409e-17,1.9861963942043674e-09
1.003729411764706,3.448574848985149e-17,3.932606775549335e-09
1.0037529411764705,4.5081929749474325e-17,-8.72689954879405e-09
1.0037764705882353,4.420380446669405e-17,-1.6890264334843975e-08
1.0038,4.693394694850481e-17,-2.7641926851652986e-08
1.0038235294117648,5.712968846214353e-17,-1.5253017910482987e-08
1.0038470588235293,6.6153779717362e-17,5.461703991662666e-09
1.003870588235294,5.92525453992045e-17,-1.9071209987948885e-08
1.0038941176470588,7.686898010842439e-17,-1.5871438588570053e-08
1.0039176470588236,9.543414427281076e-17,-5.080699701758787e-09
1.0039411764705883,9.621039782609653e-17,1.5025390859578116e-08
1.0039647058823529,1.1818139965573757e-16,3.093805195933256e-08
1.0039882352941176,1.1277658708113187e-16,3.86477840745376e-08
1.0040117647058824,1.2996734790245958e-16,5.405007542443309e-08
1.0040352941176471,1.4152615323791238e-16,5.1460301032704226e-08
1.0040588235294117,1.608693255835298e-16,5.3210525536098756e-08
1.0040823529411764,1.7911782357230616e-16,5.8335717648208824e-08
1.0041058823529412,1.841696089637437e-16,5.118674929112529e-08
1.004129411764706,2.003225425583552e-16,2.412242630562891e-09
1.0041529411764707,1.214186000164278e-16,3.15691073919272e-08
1.0041764705882352,8.24852386764795e-17,3.631610712412324e-08
1.0042,2.710765156666769e-17,-9.514180905842451e-09
1.0042235294117647,3.725907053276067e-17,-1.6111821594326006e-08
1.0042470588235295,2.0326062396235205e-17,3.0008994423545345e-08
1.004270588235294,1.0521449136851034e-17,-6.870446731677448e-09
1.0042941176470588,3.399140898040056e-17,-1.2702652559427714e-08
1.0043176470588235,3.3910812933573775e-17,-1.325505843724012e-09
1.0043411764705883,2.807883890488403e-17,1.7289460193484975e-08
1.0043647058823528,4.1908967652129965e-17,1.0626254918676556e-08
1.0043882352941176,7.756646791309297e-17,4.6460305970636735e-08
1.0044117647058823,1.0710352812012066e-16,-4.718573372150295e-10
1.004435294117647,1.946008801423881e-16,3.884703409259777e-08
1.0044588235294118,1.9043914503249412e-16,3.1057326962108226e-08
1.0044823529411764,1.7977972914264623e-16,6.1642319157750904e-09
1.0045058823529411,1.70537401286208e-16,3.2603467312997855e-08
1.004529411764706,1.4941965121769204e-16,2.3146128519153116e-08
1.0045529411764706,1.2292667731308968e-16,2.808955022561243e-08
1.0045764705882352,1.1781123935115245e-16,8.71983557559859e-09
1.0046,1.0419642739115282e-16,5.147231861293227e-09
1.0046235294117647,1.0110101789961191e-16,1.1443205308569663e-08
1.0046470588235294,8.266019040818859e-17,-3.7293908487674534e-08
1.0046705882352942,8.258670936423592e-17,-1.7495682264877233e-08
1.0046941176470587,7.138140241909298e-17,-3.1675597868088855e-08
1.0047176470588235,6.083348181934991e-17,-8.128740281165059e-10
1.0047411764705882,6.622327237559459e-17,-8.592921260641257e-09
1.004764705882353,5.722468169310033e-17,-9.273422844274613e-09
1.0047882352941175,5.037470127152625e-17,2.8781816572465887e-09
1.0048117647058823,3.2869631584995253e-17,-2.453288149636778e-08
1.004835294117647,3.9823520878247604e-17,-1.397576621998988e-08
1.0048588235294118,3.608906088898898e-17,4.249993724100914e-09
1.0048823529411763,5.1712814642424036e-17,5.544795510780386e-09
1.004905882352941,2.56446920359436e-17,-1.1385375597390424e-08
1.0049294117647058,2.2222094548501192e-17,-1.0135667803661646e-08
1.0049529411764706,2.7484987320713703e-17,1.7194695393739422e-08
1.0049764705882354,2.847330727163901e-17,5.213993218605662e-09
1.005,3.3633485773549785e-17,-1.3100090463527705e-08
1.0050235294117646,2.4211400765663856e-17,-1.1817751346083002e-09
1.0050470588235294,2.0342905201087075e-17,1.8342644759950284e-09
1.0050705882352942,2.5865011862909893e-17,-7.1406093864596634e-09
