Gate voltage (V),Capacitance (F),Effective sonductance (S)
1.0022705882352942,3.2966163596861905e-17,-4.863377236239156e-09
1.0022941176470588,3.899044727510659e-17,1.377695635328183e-08
1.0023176470588235,3.3371919632138025e-17,2.3476964435269712e-08
1.0023411764705883,3.498388706693757e-17,2.3661260559289138e-09
1.002364705882353,4.552675927500642e-17,-1.3336654352673255e-08
1.0023882352941178,4.1429926197279024e-17,6.829882843957726e-09
1.0024117647058823,4.890940896651919e-17,-8.43636194242005e-09
1.002435294117647,3.75297189543764e-17,3.7677785211801425e-08
1.0024588235294118,4.5035803101777024e-17,-1.17950833536372e-09
1.0024823529411766,4.867827216350798e-17,-1.0391620422479046e-08
1.0025058823529411,3.1855097526079923e-17,2.151802935477654e-08
1.002529411764706,3.760292248478714e-17,-2.3979010678119214e-08
1.0025529411764706,5.990052922302166e-17,-1.7297596208137347e-08
1.0025764705882354,7.505119524630455e-17,6.461869217626531e-09
1.0026000000000002,6.85048397144743e-17,-7.659157596299882e-09
1.0026235294117647,7.45943393666862e-17,5.3278247904587465e-09
1.0026470588235294,7.96627544805127e-17,1.5878767169391457e-08
1.0026705882352942,8.196024644205135e-17,-9.985627143621389e-09
1.002694117647059,9.346374820487351e-17,6.063833138521012e-09
1.0027176470588235,1.115560187161065e-16,-9.266353347762382e-11
1.0027411764705882,1.1343505309594835e-16,1.3573411335197876e-08
1.002764705882353,1.3282841522729106e-16,6.1221546075104615e-09
1.0027882352941178,1.3540157200218529e-16,5.3093830246452505e-08
1.0028117647058823,1.3717025280235872e-16,4.637595639139459e-08
1.002835294117647,1.6434098976615524e-16,6.416879606059544e-08
1.0028588235294118,1.934885816613507e-16,4.9550671878384015e-08
1.0028823529411766,2.0346190896972716e-16,5.9174631069397056e-08
1.0029058823529413,2.268889749123688e-16,3.573327654564082e-09
1.0029294117647058,2.159449843209943e-16,3.7705835767844834e-08
1.0029529411764706,2.0000919560474473e-16,-3.6892059550630037e-09
1.0029764705882354,1.1581940157276667e-16,2.303081738443219e-08
1.0030000000000001,5.98745412626972e-17,5.179539739806835e-08
1.0030235294117646,4.5710754912484135e-17,5.99391924709144e-09
1.0030470588235294,2.5010179886820502e-17,3.852742845646002e-09
1.0030705882352942,2.518211307885367e-17,-1.004982562865196e-08
1.003094117647059,2.823788345737799e-17,-1.1240049865061096e-08
1.0031176470588237,6.021880465382519e-17,2.540113640259176e-08
1.0031411764705882,5.733679042446717e-17,-2.6305759040428297e-09
1.003164705882353,1.463183432056608e-16,5.2654716414621376e-08
1.0031882352941177,1.7035231634107426e-16,1.8429678606097082e-08
1.0032117647058825,2.302390056662969e-16,3.388638961893613e-08
1.003235294117647,2.23973903697655e-16,6.001750356400491e-09
1.0032588235294118,2.045430225577468e-16,5.661543978644104e-09
1.0032823529411765,1.7267694801162248e-16,5.4389566756196485e-08
1.0033058823529413,1.5970509834976815e-16,1.8698276037445628e-08
1.0033294117647058,1.422791223420142e-16,-1.2107416951216217e-09
1.0033529411764706,1.231566289849932e-16,7.127878299548111e-09
1.0033764705882353,1.1010594986510525e-16,1.4853681072169365e-08
1.0034,1.065208958890161e-16,3.546975705013779e-10
1.0034235294117648,1.0148173986244387e-16,-1.6787260852334705e-08
1.0034470588235294,9.633335713862944e-17,1.618579027060637e-08
1.0034705882352941,6.489190726277869e-17,-4.6477950310608045e-09
1.0034941176470589,7.846202502183225e-17,-3.503413644631337e-08
1.0035176470588236,7.915677322496128e-17,1.7106068731072763e-09
1.0035411764705882,6.700635019998348e-17,2.2579300165174346e-08
1.003564705882353,5.73012850906221e-17,-8.351375339004691e-09
1.0035882352941177,5.714910475462315e-17,-4.301353324276469e-09
1.0036117647058824,5.795391557946741e-17,-2.075782800588311e-08
1.0036352941176472,4.884797759563357e-17,6.947493765499121e-09
1.0036588235294117,4.547068922159328e-17,-2.545311079566454e-09
1.0036823529411765,4.0191154268492593e-17,-5.5886302094084805e-09
1.0037058823529412,4.6424216091516565e-17,-8.432885446190447e-09
1.003729411764706,4.4470664786118893e-17,-1.224113349053985e-08
1.0037529411764705,4.673207349300065e-17,-1.1305409011851242e-08
1.0037764705882353,3.711950287816551e-17,1.1325632746353175e-08
1.0038,2.965166027715257e-17,-1.4879299987329856e-08
1.0038235294117648,3.627637519729858e-17,-3.871164825081064e-09
1.0038470588235293,4.402778552073542e-17,1.5531799069546006e-09
